"site","POLYID","year","sand","cinput","ligfrac","nfrac","till","irrig"
"E48_CT",727006,1986,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1987,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1988,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1989,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1990,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1991,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1992,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1993,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1994,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1995,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1996,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1997,0.17,1.4,0.1,0.1,"FT",0
"E48_CT",727006,1998,0.17,1.4,0.1,0.1,"FT",0
"E48_NT",727006,1980,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1981,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1982,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1983,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1984,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1985,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1986,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1987,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1988,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1989,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1990,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1991,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1992,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1993,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1994,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1995,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1996,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1997,0.17,1.6,0.1,0.1,"NT",0
"E48_NT",727006,1998,0.17,1.6,0.1,0.1,"NT",0
"E49_CT",727006,1980,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1981,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1982,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1983,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1984,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1985,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1986,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1987,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1988,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1989,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1990,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1991,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1992,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1993,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1994,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1995,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1996,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1997,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1998,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,1999,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2000,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2001,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2002,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2003,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2004,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2005,0.17,1.4,0.1,0.1,"FT",0
"E49_CT",727006,2006,0.17,1.4,0.1,0.1,"FT",0
"E49_NT",727006,1980,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1981,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1982,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1983,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1984,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1985,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1986,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1987,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1988,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1989,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1990,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1991,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1992,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1993,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1994,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1995,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1996,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1997,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1998,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,1999,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2000,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2001,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2002,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2003,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2004,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2005,0.17,1.6,0.1,0.1,"NT",0
"E49_NT",727006,2006,0.17,1.6,0.1,0.1,"NT",0
